recipient_uei,IHE,recipient_name,recipient_name_raw,recipient_parent_name,recipient_parent_uei,recipient_city_name,recipient_state_code,prime_award_base_transaction_description,total_obligated_amount,period_of_performance_start_date,period_of_performance_end_date,period_of_performance_potential_end_date,primary_place_of_performance_country_name,generated_unique_award_id,award_type
LZ4PMD8AJ2J7,N,EAST-WEST MANAGEMENT INSTITUTE INC,"EAST-WEST MANAGEMENT INSTITUTE, INC.",EAST-WEST MANAGEMENT INSTITUTE INC,LZ4PMD8AJ2J7,NEW YORK,NY,"USAID GEORGIA RULE OF LAW PROGRAM WILL BUILD AND INNOVATE UPON PAST USAID INVESTMENTS IN THE RULE OF LAW   SECTOR AND WILL FOCUS ON PROMOTING A CITIZEN-ORIENTED JUSTICE SYSTEM, WITH EMPHASIS ON JUDICIAL SECTOR ACTORS.",21107362,1/1/22,12/31/26,NA,GEORGIA,ASST_NON_72011422CA00001_7200,COOPERATIVE AGREEMENT (B)
KZ2UGRDKFNJ6,N,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,KZ2UGRDKFNJ6,LITTLE ROCK,AR,"THE GOAL OF THE PROGRAM IS TO STRENGTHEN THE MUTUAL ACCOUNTABILITY OF ALL STAKEHOLDERS, INCLUDING GOVERNMENTS, NGOS, AND THE PRIVATE SECTOR TO BECOME MORE SELF-RELIANT IN EFFORTS TO PREVENT TRAFFICKING IN PERSONS, PROTECT SURVIVORS OF HUMAN TRAFFICKING, AND PROMOTE SAFE MIGRATION.",19148080,9/1/19,8/31/26,NA,KAZAKHSTAN,ASST_NON_72011519CA00002_7200,COOPERATIVE AGREEMENT (B)
LZ4PMD8AJ2J7,N,EAST-WEST MANAGEMENT INSTITUTE INC,"EAST-WEST MANAGEMENT INSTITUTE, INC.",EAST-WEST MANAGEMENT INSTITUTE INC,LZ4PMD8AJ2J7,NEW YORK,NY,RULE OF LAW AND ANTI-CORRUPTION ACTIVITY IN THE KYRGYZ REPUBLIC,8415000,7/19/21,7/18/26,NA,KYRGYZSTAN,ASST_NON_72011521CA00001_7200,COOPERATIVE AGREEMENT (B)
LZ4PMD8AJ2J7,N,EAST-WEST MANAGEMENT INSTITUTE INC,"EAST-WEST MANAGEMENT INSTITUTE, INC.",EAST-WEST MANAGEMENT INSTITUTE INC,LZ4PMD8AJ2J7,NEW YORK,NY,JUDICIAL SYSTEM STRENGTHENING ACTIVITY,7753009,10/1/21,9/30/25,NA,UZBEKISTAN,ASST_NON_72011521CA00002_7200,COOPERATIVE AGREEMENT (B)
ZNQGHRCKTCX9,N,OBSHTESTVENNOE OBAEDINENIE INSTITUT POLITIKI RAZVITIYA,DEVELOPMENT POLICY INSTITUTE,NA,NA,NA,NA,"THIS NEW LOCAL GOVERNANCE ACTIVITY WILL EXPAND EFFECTIVE SERVICE DELIVERY OF CITIZEN-PRIORITIZED SERVICES   THROUGHOUT   THE KYRGYZ REPUBLIC BY INCREASING LOCAL SELF-GOVERNMENTS' (LSGS) CAPACITY TO PLAN, OVERSEE, AND IMPLEMENT   SERVICE DELIVERY, STRENGTHEN LSGS PROMOTION OF LOCAL ECONOMIC DEVELOPMENT, AND INCREASE LSGS ABILITY TO   FINANCE SERVICE DELIVERY.",5990762,9/8/21,9/6/26,NA,KYRGYZSTAN,ASST_NON_72011521CA00005_7200,COOPERATIVE AGREEMENT (B)
LKTNULLR6FL6,N,JSI RESEARCH & TRAINING INSTITUTE INC,JSI RESEARCH & TRAINING INSTITUTE INC,NA,NA,BOSTON,MA,CURE TUBERCULOSIS PROJECT 2,4650276,8/19/24,8/18/29,NA,KYRGYZSTAN,ASST_NON_72011524CA00003_7200,COOPERATIVE AGREEMENT (B)
LZ4PMD8AJ2J7,N,EAST-WEST MANAGEMENT INSTITUTE INC,EAST-WEST MANAGEMENT INSTITUTE INC,NA,NA,NEW YORK,NY,THE CIVIL SOCIETY AND MEDIA ACTIVITY AIMS TO STRENGTHEN CIVIL SOCIETY AND MEDIA SECTORS IN UZBEKISTAN FOR THE PURPOSES OF INCREASING CITIZEN ENGAGEMENT IN DECISION MAKING PROCESSES.,3526513,9/16/24,9/15/29,NA,UZBEKISTAN,ASST_NON_72012224CA00001_7200,COOPERATIVE AGREEMENT (B)
GN36K2UPR245,N,NATIONAL DEMOCRATIC INSTITUTE FOR INTERNATIONAL AFFAIRS,NATIONAL DEMOCRATIC INSTITUTE FOR INTERNATIONAL AFFAIRS,NATIONAL DEMOCRATIC INSTITUTE FOR INTERNATIONAL AFFAIRS,GN36K2UPR245,WASHINGTON,DC,"THE PURPOSE OF THIS ACTIVITY IS TO FURTHER STRENGTHEN THE OVERALL INTEGRITY, TRANSPARENCY AND ACCOUNTABILITY OF THE LEGISLATIVE BRANCH. THIS ACTIVITY WILL INCREASE ENGAGEMENT BETWEEN ELECTED OFFICIALS AND CITIZENS; IMPROVE GOVERNMENT ACCOUNTABILITY IN THE LEGISLATIVE BRANCH TO ENSURE PROPER CHECKS AND BALANCES ARE IMPLEMENTED; FOSTER INCLUSIVE REPRESENTATION AMONG LOCAL AND CENTRAL GOVERNMENT OFFICIALS; AND PROMOTE GREATER INFORMATION INTEGRITY IN POLITICAL PROCESSES.",8351363,11/1/22,10/31/27,NA,KOSOVO,ASST_NON_72016723CA00001_7200,COOPERATIVE AGREEMENT (B)
YPJ3P9E3TZB4,N,INSTITUT ZA RAZVOJ MLADIH KULT,INSTITUT ZA RAZVOJ MLADIH KULT,NA,NA,NA,NA,LOCALWORKS CAPACITY DEVELOPMENT ACTIVITY,1800000,8/12/20,8/11/25,NA,BOSNIA AND HERZEGOVINA,ASST_NON_72016820CA00004_7200,COOPERATIVE AGREEMENT (B)
V2DWM1KMJNK5,N,INTERNATIONAL REPUBLICAN INSTITUTE,INTERNATIONAL REPUBLICAN INSTITUTE,INTERNATIONAL REPUBLICAN INSTITUTE,V2DWM1KMJNK5,WASHINGTON,DC,"UNDER THE RECONCILIATION THROUGH THE ACTIVATION OF LOCAL LEADERS OF YOUTH (RALLY) PROGRAM, THE INTERNATIONAL REPUBLICAN INSTITUTE (IRI) SEEKS TO FOSTER INTERETHNIC AND CROSS-BORDER RECONCILIATION AMONG YOUTH FROM BOSNIA AND HERZEGOVINA (BIH), KOSOVO, AND SERBIA THROUGH AN INNOVATIVE SERIES OF ACTIVITIES.",4000000,9/14/22,9/13/25,NA,SERBIA,ASST_NON_72016922CA00001_7200,COOPERATIVE AGREEMENT (B)
XANUCRLGSEQ7,N,"AMERICAN UNIVERSITY IN CAIRO, THE",AMERICAN UNIVERSITY IN CAIRO,NA,NA,NEW YORK,NY,THE CENTERS OF EXCELLENCE (COE) ACTIVITY IS TO SUPPORT EGYPT¿S ECONOMIC DEVELOPMENT BY ESTABLISHING ¿PARTNERSHIPS FOR HUMAN AND INSTITUTIONAL CAPACITY BUILDING BETWEEN HIGHER EDUCATION INSTITUTIONS IN THE UNITED STATES AND DEVELOPING COUNTRIES.  ¿ THE COES WILL STRENGTHEN THE CAPACITY OF EGYPTIAN UNIVERSITIES TO RESPOND TO CHANGING PUBLIC AND PRIVATE SECTOR NEEDS FOR APPLIED RESEARCH AND SKILLED GRADUATES IN THE SECTOR WATER.,30065705,2/20/19,12/1/28,NA,EGYPT,ASST_NON_72026319CA00001_7200,COOPERATIVE AGREEMENT (B)
XANUCRLGSEQ7,N,"AMERICAN UNIVERSITY IN CAIRO, THE",AMERICAN UNIVERSITY IN CAIRO,"AMERICAN UNIVERSITY IN CAIRO, THE",XANUCRLGSEQ7,NEW YORK,NY,"A TOTAL OF 700 STUDENTS WILL RECEIVE SCHOLARSHIPS IN VARIOUS MAJORS THAT CONTRIBUTE TO EGYPT¿S DEVELOPMENT. FIVE COHORTS OF GENDER-BALANCED, FINANCIALLY DISADVANTAGED EGYPTIAN PUBLIC HIGH SCHOOL GRADUATES, INCLUDING STUDENTS WITH DISABILITIES, REPRESENTING EGYPT¿S 27 GOVERNORATES WILL BE SELECTED TO RECEIVE FULL-TUITION SCHOLARSHIP TO A HIGH-QUALITY UNIVERSITY.",53376850,3/1/20,2/28/30,NA,EGYPT,ASST_NON_72026320CA00002_7200,COOPERATIVE AGREEMENT (B)
PKFJZHG2MLG9,N,NATIONAL ACADEMY OF SCIENCES,NATIONAL ACADEMY OF SCIENCES,NATIONAL ACADEMY OF SCIENCES,PKFJZHG2MLG9,WASHINGTON,DC,US-EGYPT SCIENCE AND TECHNOLOGY JOINT FUND II TO STRENGTHEN THE SCIENTIFIC AND TECHNOLOGICAL CAPABILITIES OF BOTH EGYPT AND THE UNITED STATES WHILE PROMOTING COOPERATION IN AREAS OF MUTUAL BENEFIT FOR PEACEFUL PURPOSES.,10721510,11/10/20,9/14/27,NA,EGYPT,ASST_NON_72026321CA00001_7200,COOPERATIVE AGREEMENT (B)
XANUCRLGSEQ7,N,"AMERICAN UNIVERSITY IN CAIRO, THE","AMERICAN UNIVERSITY IN CAIRO, THE","AMERICAN UNIVERSITY IN CAIRO, THE",XANUCRLGSEQ7,NEW YORK,NY,THE GOAL OF THIS ACTIVITY IS TO PRODUCE A COFFEE TABLE BOOK THAT WILL BE A VISUAL ACCOUNT OF COMPELLING HIGHLIGHTS OF USAID LONG HISTORY IN EGYPT.,84869,8/3/21,6/30/25,NA,EGYPT,ASST_NON_72026321CA00003_7200,COOPERATIVE AGREEMENT (B)
XANUCRLGSEQ7,N,"AMERICAN UNIVERSITY IN CAIRO, THE","AMERICAN UNIVERSITY IN CAIRO, THE","AMERICAN UNIVERSITY IN CAIRO, THE",XANUCRLGSEQ7,NEW YORK,NY,"THE PURPOSE OF THE USAID EGYPTIAN PIONEERS ACTIVITY IS TO BUILD A MORE INCLUSIVE AND CAPABLE WORKFORCE THAT ELEVATES SECTORS CRITICAL TO EGYPT'S ECONOMIC GROWTH. THE ACTIVITY WILL ACHIEVE THIS PURPOSE THROUGH THE FOLLOWING THREE RESULTS:    1) GOE MINISTRIES AND OTHER GOVERNMENT INSTITUTIONS AT THE FOREFRONT OF EGYPT'S STRATEGIC DEVELOPMENT HAVE GREATER LEADERSHIP AND TECHNICAL CAPACITY TO DEVELOP AND IMPLEMENT POLICIES AND PRACTICES TO ADVANCE NATIONAL PRIORITIES;   2) EMERGING LEADERS IN NON-GOE ENTITIES MODERNIZE THEIR KNOWLEDGE, SKILLS, AND PRACTICE IN PRIORITY SECTORS TO TACKLE EGYPT'S EVOLVING PUBLIC AND PRIVATE SECTOR CHALLENGES AND ADVANCE EGYPT'S REGIONAL AND INTERNATIONAL COMPETITIVENESS; AND   3) YOUNG EGYPTIANS OF HIGH FINANCIAL NEED GAIN MARKET-RELEVANT KNOWLEDGE AND SKILLS IN FIELDS THAT SITUATE THEM TO EFFECTIVELY FUEL EGYPT'S LONG-TERM INCLUSIVE ECONOMIC GROWTH.    USAID EGYPTIAN PIONEERS' IMPLEMENTATION, PARTICULARLY IN TERMS OF TARGETED SECTORS AND DEGREE PROGRAMS, WILL BE GUIDED BY USG AND GOVERNMENT OF EGYPT (GOE) PRIORITIES, WITH A SPECIAL EMPHASIS ON SECTORS THAT DIRECTLY CONTRIBUTE TO EGYPT'S PUBLIC HEALTH AND CLIMATE CHANGE GOALS.",43327225,10/14/22,10/13/31,NA,EGYPT,ASST_NON_72026323CA00001_7200,COOPERATIVE AGREEMENT (B)
XANUCRLGSEQ7,N,"AMERICAN UNIVERSITY IN CAIRO, THE","AMERICAN UNIVERSITY IN CAIRO, THE","AMERICAN UNIVERSITY IN CAIRO, THE",XANUCRLGSEQ7,NEW YORK,NY,"THE OBJECTIVE OF THE PARTNERSHIPS PROGRAM IS TO STRENGTHEN THE HIGHER EDUCATION SYSTEM TO ADDRESS EGYPT'S   DEVELOPMENT PRIORITIES. THROUGH PARTNERSHIPS WITH THE MINISTRY OF HIGHER EDUCATION AND SCIENTIFIC RESEARCH   (MOHESR), EGYPTIAN HIGHER EDUCATION INSTITUTIONS (HEIS), AND THE PRIVATE SECTOR, THE PARTNERSHIPS ACTIVITY WILL   ACCELERATE THE MOHESR'S VISION TO TRANSFORM EGYPT'S PUBLIC HEIS INTO WORLD-CLASS, MARKET-RELEVANT CENTERS OF   LEARNING THAT PREPARE AND CONNECT EGYPTIAN STUDENTS TO THE WORKFORCE.",26276000,4/13/23,4/12/28,NA,EGYPT,ASST_NON_72026323CA00003_7200,COOPERATIVE AGREEMENT (B)
FMVHVXQBBED5,N,LEBANESE AMERICAN UNIVERSITY,LEBANESE AMERICAN UNIVERSITY,LEBANESE AMERICAN UNIVERSITY,FMVHVXQBBED5,NEW YORK,NY,HIGHER EDUCATION SCHOLARSHIPS PROGRAM (HES),41412790,9/30/18,9/29/27,NA,LEBANON,ASST_NON_72026818CA00001_7200,COOPERATIVE AGREEMENT (B)
JA17A756E3E1,N,AMERICAN UNIVERSITY OF BEIRUT,AMERICAN UNIVERSITY OF BEIRUT,AMERICAN UNIVERSITY OF BEIRUT,S4PLK463H154,NEW YORK,NY,HIGHER EDUCATION SCHOLARSHIPS PROGRAM (HES),47674181,9/30/18,9/29/27,NA,LEBANON,ASST_NON_72026818CA00002_7200,COOPERATIVE AGREEMENT (B)
FMVHVXQBBED5,N,LEBANESE AMERICAN UNIVERSITY,LEBANESE AMERICAN UNIVERSITY,LEBANESE AMERICAN UNIVERSITY,FMVHVXQBBED5,NEW YORK,NY,HIGHER EDUCATION SCHOLARSHIPS PHASE 2 WITH THE LEBANESE AMERICAN UNIVERSITY,50161714,9/30/22,9/29/31,NA,LEBANON,ASST_NON_72026822CA00001_7200,COOPERATIVE AGREEMENT (B)
JA17A756E3E1,N,AMERICAN UNIVERSITY OF BEIRUT,AMERICAN UNIVERSITY OF BEIRUT,AMERICAN UNIVERSITY OF BEIRUT,S4PLK463H154,NEW YORK,NY,"HIGHER EDUCATION SCHOLARSHIP PHASE 2, AMERICAN UNIVERSITY OF BEIRUT",52661714,9/30/22,9/29/31,NA,LEBANON,ASST_NON_72026822CA00002_7200,COOPERATIVE AGREEMENT (B)
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,RESEARCH TRIANGLE PARK,NC,QUALITY INSTRUCTION TOWARDS BASIC EDUCATION IMPROVEMENT AND ACCESS 3 ACTIVITY (QITABI 3),58895517,8/1/23,7/31/28,NA,LEBANON,ASST_NON_72026823CA00001_7200,COOPERATIVE AGREEMENT (B)
JA17A756E3E1,N,AMERICAN UNIVERSITY OF BEIRUT,AMERICAN UNIVERSITY OF BEIRUT,NA,NA,NEW YORK,NY,CRISIS MEDICAL RESPONSE FOR LEBANON (CMR LEBANON) ACTIVITY - AUB,7550000,1/8/24,1/7/26,NA,LEBANON,ASST_NON_72026824GR00001_7200,PROJECT GRANT (B)
FMVHVXQBBED5,N,LEBANESE AMERICAN UNIVERSITY,LEBANESE AMERICAN UNIVERSITY,LEBANESE AMERICAN UNIVERSITY,FMVHVXQBBED5,NEW YORK,NY,CRISIS MEDICAL RESPONSE FOR LEBANON (CMR LEBANON) ACTIVITY - LAU,2550000,1/8/24,1/7/26,NA,LEBANON,ASST_NON_72026824GR00002_7200,PROJECT GRANT (B)
V6AUVN1WLN98,N,"UNIVERSITY RESEARCH CO., LLC","UNIVERSITY RESEARCH CO., LLC","UNIVERSITY RESEARCH CO., LLC",V6AUVN1WLN98,CHEVY CHASE,MD,"THE HEALTH SERVICES QUALITY ACCELERATOR (HSQA) ACTIVITY IS DESIGNED TO ACCELERATE AND SUSTAIN  IMPROVEMENTS IN REPRODUCTIVE, MATERNAL, NEWBORN AND CHILD HEALTH (RMNCH) OUTCOMES FOR JORDANIANS,  SPECIFICALLY FOR THE MOST DISADVANTAGED SEGMENTS OF THE POPULATION.",30412942,8/4/21,8/4/26,NA,JORDAN,ASST_NON_72027821CA00001_7200,COOPERATIVE AGREEMENT (B)
T5ALMNQJXMS6,N,ARAVA INSTITUTE FOR ENVIRONMENTAL STUDIES,ARAVA INSTITUTE FOR ENVIRONMENTAL STUDIES,ARAVA INSTITUTE FOR ENVIRONMENTAL STUDIES,T5ALMNQJXMS6,NA,NA,MEPPA-APS Y2: HARVESTING CROSS-BORDER THROUGH ENVIRONMENTAL ACTION,683817,9/30/23,9/29/25,NA,ISRAEL,ASST_NON_72029423CA00010_7200,COOPERATIVE AGREEMENT (B)
J6CAMYULT415,N,AMERICAN UNIVERSITY OF AFGHANISTAN,AMERICAN UNIVERSITY OF AFGHANISTAN,NA,NA,NA,NA,"THE PURPOSE OF THIS COOPERATIVE AGREEMENT IS TO PROVIDE SUPPORT TO SUSTAIN ACCESS TO AND IMPROVE RETENTION IN LOCAL QUALITY, HIGHER EDUCATION OPPORTUNITIES FOR STUDENTS LIVING INSIDE AFGHANISTAN.",19564203,1/1/23,12/31/26,NA,AFGHANISTAN,ASST_NON_72030623CA00001_7200,COOPERATIVE AGREEMENT (B)
KZ2UGRDKFNJ6,N,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,NA,NORTH LITTLE ROCK,AR,COMBAT HUMAN TRAFFICKING,3000000,3/11/24,3/10/26,NA,NEPAL,ASST_NON_72036724LA00001_7200,COOPERATIVE AGREEMENT (B)
T4ECLFG7UZJ3,N,INSTITUTE OF SOCIAL DEVELOPMENT,INSTITUTE OF SOCIAL DEVELOPMENT,NA,NA,NA,NA,CIVIL SOCIETY ORGANIZATIONS (CSOS) AND COMMUNITY COLLECTIVES FOR DEMOCRATIC GOVERNANCE - (CCCDG),1400000,6/27/22,6/26/27,NA,SRI LANKA,ASST_NON_72038322CA00001_7200,COOPERATIVE AGREEMENT (B)
WWU7QG5SZLV9,N,WADHWANI INSTITUTE FOR ARTIFICIAL INTELLIGENCE FOUNDATION,WADHWANI INSTITUTE FOR ARTIFICIAL INTELLIGENCE FOUNDATION,NA,NA,LOS ALTOS,CA,TRANSFORMATIVE RESEARCH AND ARTIFICIAL INTELLIGENCE (AI) CAPACITY FOR ELIMINATION OF TB AND RESPONDING TO INFECTIOUS DISEASES: TRACE-TB,13300000,6/10/20,6/9/26,NA,INDIA,ASST_NON_72038620CA00006_7200,COOPERATIVE AGREEMENT (B)
HL1AWR93BKY1,N,GLOBAL GREEN GROWTH INSTITUTE,GLOBAL GREEN GROWTH INSTITUTE,NA,NA,NA,NA,NARMADA LANDSCAPE RESTORATION,1749964,6/15/20,6/14/25,NA,INDIA,ASST_NON_72038620IO00001_7200,"OTHER REIMBURSABLE, CONTINGENT, INTANGIBLE, OR INDIRECT FINANCIAL ASSISTANCE"
FMNYHWLWBLJ7,N,PIRAMAL SWASTHYA MANAGEMENT AND RESEARCH INSTITUTE,PIRAMAL SWASTHYA MANAGEMENT AND RESEARCH INSTITUTE,NA,NA,NA,NA,THE TUBERCULOSIS (TB) LOCAL ORGANIZATIONS NETWORK (LON) IS A KEY COMPONENT OF THE USAID GLOBAL ACCELERATOR TO END TUBERCULOSIS. USAID'S INVESTMENTS ARE MOST SUCCESSFUL WHEN THEY ARE COUPLED AND ALIGNED WITH STRONG COMMITMENTS FROM THE GOVERNMENT OF INDIA (GOI) AND LOCAL PARTNERS.  THE PURPOSE OF THIS ACTIVITY IS TO STRENGTHEN THE ABILITY OF THE GOVERNMENT OF INDIA (GOI) AND STATE GOVERNMENTS TO PROVIDE TB SERVICES TO TRIBAL POPULATIONS ACROSS THE COUNTRY AS ARTICULATED THROUGH THE NATIONAL STRATEGIC PLAN OF INDIA'S NATIONAL TB ELIMINATION PROGRAM (NTEP).,12834000,6/1/21,5/31/26,NA,INDIA,ASST_NON_72038621CA00003_7200,COOPERATIVE AGREEMENT (B)
GN36K2UPR245,N,NATIONAL DEMOCRATIC INSTITUTE FOR INTERNATIONAL AFFAIRS,NATIONAL DEMOCRATIC INSTITUTE FOR INTERNATIONAL AFFAIRS,NATIONAL DEMOCRATIC INSTITUTE FOR INTERNATIONAL AFFAIRS,GN36K2UPR245,WASHINGTON,DC,THE PURPOSE OF THIS COOPERATIVE AGREEMENT IS TO STRENGTHEN THE CENTRAL TIBETAN ADMINISTRATION TO BE MORE EFFECTIVE AND SUSTAINABLE IN DELIVERING SERVICES TO TIBETANS AND ACHIEVING COMMUNITY SELF-RELIANCE.,11600000,8/23/21,8/22/26,NA,INDIA,ASST_NON_72038621CA00006_7200,COOPERATIVE AGREEMENT (B)
KZ2UGRDKFNJ6,N,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,KZ2UGRDKFNJ6,NORTH LITTLE ROCK,AR,"STRENGTHENING LANDSCAPE MANAGEMENT AND CONSERVATION IS A FIVE-YEAR ACTIVITY THAT SUPPORTS THE GOVERNMENT OF INDIA (GOI) AND OTHER STAKEHOLDERS IN PROTECTING LANDSCAPES, IMPROVING BIODIVERSITY CONSERVATION, AND INCREASING NATURE-BASED CLIMATE BENEFITS.",8900000,4/24/23,4/23/28,NA,INDIA,ASST_NON_72038623CA00001_7200,COOPERATIVE AGREEMENT (B)
WWU7QG5SZLV9,N,WADHWANI INSTITUTE FOR ARTIFICIAL INTELLIGENCE FOUNDATION,WADHWANI INSTITUTE FOR ARTIFICIAL INTELLIGENCE FOUNDATION,NA,NA,LOS ALTOS,CA,"THE PURPOSE OF THIS COOPERATIVE AGREEMENT IS TO STRENGTHEN THE PRESERVATION OF TIBETAN CULTURE IN THE FORM OF MANUSCRIPTS AND OTHER ARTIFACTS, IN A SUSTAINABLE MANNER THAT LEVERAGES MODERN TECHNOLOGY AND IS EASILY ACCESSIBLE THROUGH A SUSTAINABLE DIGITAL PUBLIC LIBRARY PROVIDING A COMPREHENSIVE AND ACCESSIBLE REPOSITORY OF INVALUABLE CULTURAL RESOURCES AND MANUSCRIPTS FROM TIBETAN CULTURE.",1889514,10/1/23,9/30/26,NA,INDIA,ASST_NON_72038623CA00006_7200,COOPERATIVE AGREEMENT (B)
KZ2UGRDKFNJ6,N,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,KZ2UGRDKFNJ6,LITTLE ROCK,AR,FIGHT SLAVERY AND TRAFFICKING-IN-PERSONS(FS/TIP),12928625,7/1/21,6/30/26,NA,BANGLADESH,ASST_NON_72038821CA00002_7200,COOPERATIVE AGREEMENT (B)
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,RESEARCH TRIANGLE PARK,NC,"THE SHOBAI MILEY SHIKHI (""EVERYONE LEARNS TOGETHER"") ACTIVITY MAINLY AIMS TO IMPROVE LEARNING OUTCOMES FOR   CHILDREN WITH DISABILITIES (CWD) IN BANGLADESH",14925330,5/1/22,4/30/27,NA,BANGLADESH,ASST_NON_72038822CA00002_7200,COOPERATIVE AGREEMENT (B)
KZ2UGRDKFNJ6,N,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,NA,NORTH LITTLE ROCK,AR,"THE PURPOSE OF THIS ACTIVITY IS TO CATALYZE LONG-TERM SYSTEMIC SHIFTS IN BANGLADESH'S ECONOMY, INSTITUTIONS, AND GOVERNANCE STRUCTURES THROUGH INTERVENTIONS SUCH AS ENABLING POLICY DEVELOPMENT, STRENGTHENING INSTITUTIONS, FACILITATING TECHNOLOGY TRANSFER, BOLSTERING CLIMATE RESEARCH, AND CATALYZING THE SCALING OF CLIMATE ACTIONS. THIS ACTIVITY WILL BE A COOPERATIVE AGREEMENT AWARDED THROUGH A COMPETITIVE PROCESS. THE TOTAL ESTIMATED CONTRIBUTION OF THE MISSION IS $15,000,000, WITH AN EXPECTED LIFE OF FIVE YEARS, BEGINNING ON OR AROUND JUNE 2024.",4300000,7/1/24,6/30/29,NA,BANGLADESH,ASST_NON_72038824CA00002_7200,COOPERATIVE AGREEMENT (B)
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,RESEARCH TRIANGLE PARK,NC,USAID'S STRENGTHENING LOCAL LEVEL HEALTH SYSTEM ACTIVITY,9492000,8/16/24,8/15/29,NA,BANGLADESH,ASST_NON_72038824CA00006_7200,COOPERATIVE AGREEMENT (B)
LKTNULLR6FL6,N,JSI RESEARCH & TRAINING INSTITUTE INC,JSI RESEARCH & TRAINING INSTITUTE INC,NA,NA,BOSTON,MA,URBAN HEALTH ACTIVITY,7180000,10/20/24,10/19/29,NA,BANGLADESH,ASST_NON_72038824CA00008_7200,COOPERATIVE AGREEMENT (B)
LBN6BC1CMSN4,N,INTERNATIONAL WATER MANAGEMENT INSTITUTE,INTERNATIONAL WATER MANAGEMENT INSTITUTE,NA,NA,NA,NA,WATER MANAGEMENT FOR ENHANCED PRODUCTIVITY (WMFEP),7185718,7/1/18,6/30/25,NA,PAKISTAN,ASST_NON_72039118IO00003_7200,"OTHER REIMBURSABLE, CONTINGENT, INTANGIBLE, OR INDIRECT FINANCIAL ASSISTANCE"
UEHMDKAGEPA6,N,INSTITUTE OF SOCIAL AND POLICY SCIENCES,INSTITUTE OF SOCIAL AND POLICY SCIENCES,NA,NA,NA,NA,IMPROVING GIRLS' EDUCATION ACTIVITY (IGEA),1845871,9/2/22,9/1/26,NA,PAKISTAN,ASST_NON_72039122CA00003_7200,COOPERATIVE AGREEMENT (B)
LKTNULLR6FL6,N,JSI RESEARCH & TRAINING INSTITUTE INC,"JSI RESEARCH AND TRAINING INSTITUTE, INC.",JSI RESEARCH & TRAINING INSTITUTE INC,LKTNULLR6FL6,BOSTON,MA,"THE GOAL OF THE MATERNAL AND CHILD HEALTH AND NUTRITION ACTIVITY IS: ""IMPROVED HEALTH AND NUTRITION OUTCOMES AMONG PREGNANT AND POSTPARTUM WOMEN, NEWBORNS, CHILDREN AND ADOLESCENTS.""",20330000,9/13/21,9/12/26,NA,LAOS,ASST_NON_72043921CA00001_7200,COOPERATIVE AGREEMENT (B)
KZ2UGRDKFNJ6,N,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,KZ2UGRDKFNJ6,LITTLE ROCK,AR,THIS ACTIVITY IS TO REDUCE ENVIRONMENTAL POLLUTION IN TARGETED AREAS THROUGH A COLLECTIVE IMPACT APPROACH.,11300000,7/1/21,6/30/26,NA,VIETNAM,ASST_NON_72044021CA00002_7200,COOPERATIVE AGREEMENT (B)
